id,제목,요약,시도,시군구,주제,세부주제,문화원,태그,키워드,썸네일,주소,위도,경도,출판년도,저작권,멀티미디어수,원문URL,수집council
7988,동대문 평화시장과 한국의 노동운동,"동대문 평화시장은 한때 의류생산의 본거지였다. 지금은 중국이나 동남아시아지역 등에 공장을 세우고 옷을 만들지만 도매시장에서 옷을 직접 만들어 팔았던 시절이 있었다. 평화시장의 가게들도 판매와 생산을 동시에 했고,  한국 의류산업 발전의 기틀을 닦았다. 하지만 이곳의 노동환경은 그리 좋지 못했다. 빛도 안 들고, 공기도 안 통하는 비좁은 공장에서 적은 돈을 받고 오랜 시간동안 일했다. 옷을 만들면 만들수록 몸은 병들어갔다. 이러한 환경은 노동자들로 하여금 사회의식을 갖게 하였고, 한국사회의 노동운동으로 이어지게 되었다.",서울특별시,중구,한국 시장의 형성과 변화,현대사의 무대였던 전통시장,"서울시문화원연합회, 동대문문화원, 종로문화원","역사여행, 노동운동, 서울 전통시장","평화시장, 전태일, 노동운동, 창신동",https://minio.nculture.org/amsweb-opt/multimedia_assets/206/85133/84529/c/%EC%84%9C%EC%9A%B8-%ED%8F%89%ED%99%94%EC%8B%9C%EC%9E%A5_%EC%A0%84%EA%B2%BD_%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD%EC%97%AD%EC%82%AC%EB%B0%95%EB%AC%BC%EA%B4%80-%ED%98%84%EB%8C%80%EC%82%AC%EC%95%84%EC%B9%B4%EC%9D%B4%EB%B8%8C_%EC%A0%9C1%EC%9C%A0%ED%98%95-thumb.jpg,서울특별시 중구 을지로6가 17-48,37.5694658633639,127.008085374679,2021.0,대한민국역사박물관 현대사아카이브,1,https://ncms.nculture.org/market/story/7988,서울시문화원연합회
9727,선사 시대 캐릭터가 반겨주는 서울 암사종합시장,"서울특별시 강동구 암사동에는 암사종합시장이 있다. 암사동은 신라 시대 '바위절이 있던 곳'이라는 의미에서 명칭이 유래되었다. 암사종합시장은 1970년대 형성된 전통시장으로 현재는 시설 정비 사업이 이루어져 쾌적한 쇼핑 환경을 갖추고 있다. 선사 시대 캐릭터를 개발해 시장의 마스코트로 활용하고 있다. 다양한 품목을 취급하며 배송센터에서 배송 서비스도 받아볼 수 있다. 주변에 강풀 만화거리와 일자산 허브천문공원이 있어, 시장과 함께 둘러볼 만하다.",서울특별시,강동구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",강동문화원,"서울 전통시장, 서울 가볼만한곳","암사동, 암사역, 암사종합시장, 선사주거지, 강풀 만화거리, 일자산허브천문공원",https://minio.nculture.org/amsweb-opt/multimedia_assets/43/97398/108493/c/서울-암사종합시장_암사종합시장-간판-(1)_rev-thumb.jpg,서울특별시 강동구 암사동 501-17,,,2022.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/9727,강동문화원
8400,강북 전통시장의 5대 메카였던 수유시장,"강북구 수유동에 위치한 수유시장은 1966년 설립되었다. 역사는 길지 않지만 한때 강북 지역 최대 규모를 자랑했던 전통시장이었다. 1990년대 강북지역에서 대규모 주택단지로 개발되는 지역이 많아지고, 2000년대 대형마트 및 인터넷 쇼핑의 등장으로 유통환경이 변하면서 수유시장이 축소되기 전까지는 말이다. 수유시장은 변해버린 환경에 대응하며 시장을 일으켰다. 시설을 정비하고, 주변 시장과 연합하여 시장을 재생시키고자 노력했다. 이런 노력으로 서울특별시의 우수시장에 선정되는 등 결실을 맺고 있다.",서울특별시,강북구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",강북문화원,"서울 전통시장, 시장 생활 모습, 서울 가볼만한곳","강북구, 수유리, 수유전통시장, 수유재래시장",,,,,,,0,https://ncms.nculture.org/market/story/8400,강북문화원
9384,시장의 인정을 느낄 수 있는 서울 신원시장,"서울특별시 관악구 신림동에는 신원시장이라는 전통시장이 있다. 지하철 2호선 신림역과 가까워 대중교통의 이용이 편리하다. 신원시장은 도림천 주변에 늘어서 있던 노점들로 시작해 현재에 이르게 되었다. 현대화 사업을 통하여 시장 환경이 개선되어 쾌적한 쇼핑이 가능하다. 육회나 탕수육 등 유명한 먹거리가 많으며, 낙성대공원과 서울시립 남서울미술관 등 주변에 함께 둘러볼 만한 곳도 많다.",서울특별시,관악구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",관악문화원,"시장음식, 서울 전통시장, 서울 가볼만한곳, 예능프로그램과 시장","신원시장, 신림역, 육회 비빔라면, 도림천, 놀라운 토요일",https://minio.nculture.org/amsweb-opt/multimedia_assets/45/97400/108511/c/서울-신원시장_신원시장-내부-(1)_rev-thumb.jpg,서울특별시 관악구 신림동 1587-39,,,2022.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/9384,관악문화원
9649,"구로공단과 중국 문화를 품은 상업의 중심, 서울 가리봉시장",서울특별시 구로구 가리봉동에는 가리봉시장이 있다. 가리봉시장은 구로공단의 근로자들의 소비처로 활성화되었던 시장이다. 구로공단의 쇠퇴로 위기를 겪기도 했지만 최근 현대화 사업을 진행해 새단장하여 깔끔하고 쾌적한 분위기에서 쇼핑을 즐길 수 있다. 중국인들의 왕래가 많아 다른 시장들에 비해 중국 식품과 관련된 상점이 많다. 가리봉시장에서는 서울 속의 작은 중국을 체험해 볼 수 있다.,서울특별시,구로구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",구로문화원,"서울미래유산, 서울 전통시장, 서울 가볼만한곳","가리봉동, 가리봉시장, 가산디지털단지역, 구로공단",https://minio.nculture.org/amsweb-opt/multimedia_assets/47/97402/108527/c/서울-가리봉시장_가는길_rev-thumb.jpg,서울특별시 구로구 가리봉동 123-53,,,2022.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/9649,구로문화원
9654,한국과 중국이 조화롭게 어우러진 서울 남구로시장,"서울특별시 구로구 구로동에는 남구로시장이라는 전통시장이 있다. 1970년대 구로공단이 들어서면서 구로시장이 생겨났다. 그 안으로 들어가지 못한 상인들이 주변에 노점을 운영한 것이 남구로시장의 시작이다. 2010년대 접어들면서 현대화 시설로 정비하였고, <견우와 직녀> 이야기에서 착안한 테마 거리를 조성하였다. 남구로시장은 중국인 고객이 주를 이루고 중국인 상인도 많기에 중국과 관련된 상점이 많다. 우리나라와 중국이 어우러진 독특한 풍경을 마주할 수 있는 시장이다.",서울특별시,구로구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",구로문화원,"서울미래유산, 서울 전통시장, 서울 가볼만한곳","구로공단, 구로동, 남구로시장, 구로시장, 남구로역",https://minio.nculture.org/amsweb-opt/multimedia_assets/48/97403/108538/c/서울-남구로시장_구로시장_내부_패션타운-(1)_rev-thumb.jpg,서울특별시 구로구 구로동 741-27,,,2022.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/9654,구로문화원
9652,전통 저잣거리의 분위기를 자아내는 서울 고척근린시장,"서울특별시 구로구 고척2동에는 고척근린시장이라는 전통시장이 있다. 고척동은 기다란 자로 물건을 측정해 교환했던 곳이라는 의미에서 지명이 유래했다는 설이 전한다. 고척근린시장은 최근 기왓장이나 청사초롱으로 시장 내부를 꾸미고 척순이와 척돌이 캐릭터를 개발하는 등 전통 저잣거리의 분위기를 물씬 자아내며 성업 중이다. 고척근린시장에서 도보로 이동해도 될 만큼 가까운 거리에는 고척근린공원이 있다. 체육 시설 및 도서관, 야외무대 등이 있어 다양한 체험을 즐길 수 있다.",서울특별시,구로구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",구로문화원,"서울 전통시장, 서울 가볼만한곳","고척동, 고척근린시장, 고척근린공원",https://minio.nculture.org/amsweb-opt/multimedia_assets/49/97404/108553/c/서울-고척근린시장_내부-(1)_rev-thumb.jpg,서울특별시 구로구 고척동 253-122,,,2022.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/9652,구로문화원
9287,"별처럼 빛나는 문화 체험의 공간, 서울 별빛남문시장","서울특별시 금천구 독산동에는 별빛남문시장이라는 전통시장이 있다. 2019년 2월, 문성동의 별빛에 착안하여 ‘별빛남문시장’으로 명칭을 공식적으로 변경하였다. ‘벼리’라는 캐릭터를 개발해 ‘벼리빵’을 생산하여 판매하고 있으며, 수요세일즈데이를 운영하여 대폭 할인 이벤트 행사를 개최하고 있다. 이외에도 다양한 문화 체험 프로그램을 진행하여 시장의 기능을 넘어 지역 주민의 문화 공간으로 역할을 톡톡히 하고 있다. 주변에는 감로천생태공원, 호압사 등 함께 둘러볼 만한 곳도 많다.",서울특별시,금천구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",금천문화원,"서울 전통시장, 서울 가볼만한곳, 서울 재래시장","별빛남문시장, 벼리, 벼리빵",https://minio.nculture.org/amsweb-opt/multimedia_assets/46/97401/108518/c/서울-별빛남문시장_별빛남문시장-간판-(1)_rev-thumb.jpg,서울특별시 금천구 독산동 997-25,,,2022.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/9287,금천문화원
9286,도깨비 캐릭터가 반겨주는 서울 방학동도깨비시장,"서울특별시 도봉구 방학동에는 방학동도깨비시장이라는 전통시장이 있다. 길거리에서 물건을 팔던 할머니들이 구청 단속반에게 쫓겨났다가 다시 나타나기를 반복하였는데, 이러한 광경이 마치 도깨비와 같아서 도깨비시장이라는 명칭이 생겨났다고 한다. 도깨비 포토존이 마련되어 있으며 점포의 간판마다 도깨비 모형을 걸어놓는 등 도깨비 캐릭터를 시장 홍보에 적극적으로 활용하고 있다. 특화상품인 울금을 활용한 다양한 품목을 판매하고 있으며, 버려진 목재로 새로운 물건을 만드는 도깨비방이라는 문화 공간도 있다. 주변에 서울창포원, 둘리뮤지엄 등 둘러볼 만한 명소도 많다.",서울특별시,도봉구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",도봉문화원,"서울 전통시장, 서울 가볼만한곳, 서울 재래시장","도깨비, 방학동도깨비시장, 울금",https://minio.nculture.org/amsweb-opt/multimedia_assets/38/97393/108431/c/서울-방학동도깨비-시장_내부-(1)_rev-thumb.jpg,서울특별시 도봉구 방학동 727-6,,,2022.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/9286,도봉문화원
9728,"시장과 쇼핑몰이 조화를 이룬 새로운 창고, 서울 신창시장","서울특별시 도봉구 창동에는 신창시장이라는 전통시장이 있다. 조선 시대 이 지역에 양곡 창고가 있었기 때문에 창동이라는 명칭이 유래하였다. 신창시장은 도봉구 창동의 중심 상업지로서 역할을 해왔으나 1990년대 초반 대형 마트가 인근에 입점되면서 위기를 겪기도 하였다. 2000년대 이후 현대화 사업을 통해 여러 시설이 정비되고 개선되면서 쾌적한 쇼핑 환경을 갖추게 되었고 상인들이 상권 활성화를 위하여 꾸준히 노력하고 있다. 신창시장은 주로 농수산품을 취급하며, 시장 내에 있는 삼익쇼핑에서는 주로 공산품을 취급한다. 시장과 쇼핑몰이 조화를 이루며 성업 중이다.",서울특별시,도봉구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",도봉문화원,"서울 전통시장, 서울 가볼만한곳","창동, 신창시장, 삼익쇼핑",https://minio.nculture.org/amsweb-opt/multimedia_assets/39/97394/108447/c/서울-창동신창시장_신창시장-외관-(1)_rev-thumb.jpg,서울특별시 도봉구 창동 445-20,,,2022.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/9728,도봉문화원
3247,한약재의 집산지 경동시장,"서울특별시 제기동과 용두동 일대에는 한약재를 전문적으로 취급하는 상설시장인 '경동시장'이 있다. 원래 농산물과 임산물을 판매했지만, 1960년대 후반 을지로와 종로에 있던 상인들이 이주하면 한국을 대표하는 약재시장이 되었다. 또한 경동시장은 '서울약령시 한방축제 개최'를 통해 시장의 활성화를 위해 노력하고, 2017년 10월 서울한방진흥센터를 개관하면서 새로운 도약을 시도하고 있다.",서울특별시,동대문구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",동대문문화원,"한방, 약초, 서울 전통시장, 예능프로그램과 시장","한방문화축제, 한약재, 제기동, 경동시장, 서울한방진흥센터, 놀라운 토요일",https://minio.nculture.org/amsweb-opt/multimedia_assets/51/25235/21161/c/25235-thumb.jpg,,,,2018.0,한국문화원연합회,4,https://ncms.nculture.org/market/story/3247,동대문문화원
3400,내륙 최대의 수산물 도매시장인 노량진수산시장,"노량진수산시장은 우리나라에서 최초로 만들어진 수산물 전문 도매시장이다. 1927년 서울역 인근에 개설되었다가 1971년 현재의 위치로 이전하였고, 1980년대 중반까지 수산물 도매시장의 중추적인 역할을 담당하였다. 가락시장의 개장과 시설의 노후화 문제로 위축되었지만, 다시 노량진수산시장을 활성화하기 위해 현재화 사업을 진행하였다. 현재는 서울을 찾는 많은 내・외국인 관광객들이 방문하는 시장 중 하나이다.",서울특별시,동작구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",동작문화원,"노량진, 서울미래유산, 서울 전통시장, 수산시장","수산물, 노량진, 도매시장, 수산시장, 바다를 담은 공원, 도심속 바다축제",https://minio.nculture.org/amsweb-opt/multimedia_assets/118/28927/8843/c/28927-thumb.jpg,,,,2018.0,한국문화원연합회,4,https://ncms.nculture.org/market/story/3400,동작문화원
9650,"다양한 먹거리의 천국, 서울 망원시장","서울특별시 마포구 망원동에는 망원시장이라는 전통시장이 있다. 망원동은 ‘먼 경치도 잘 본다’라는 의미의 망원정이 있어 이름이 유래되었다고 한다. 최근 망원시장은 미식 여행의 코스가 되어 다양한 먹거리를 맛보기 위해 몰려든 방문객으로 북새통을 이룬다. 쾌적한 환경과 다양한 편의시설로 편리하게 시장을 이용할 수 있다. 망원한강공원은 산책을 즐길 수 있는 쉼터이면서도 노을과 야경이 멋진 곳으로, 망원시장과 함께 들러볼 만하다.",서울특별시,마포구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",마포문화원,"서울 전통시장, 서울 가볼만한곳, 예능프로그램과 시장","망원한강공원, 망원동, 망원시장, 망원역, 마포구청역, 서울함공원, 놀라운 토요일",https://minio.nculture.org/amsweb-opt/multimedia_assets/34/97389/108374/c/서울-망원시장_내부-(1)_rev-thumb.jpg,서울특별시 마포구 망원동 411-2,,,2022.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/9650,마포문화원
7161,지금은 볼 수 없는 김장시장의 풍경,"김장은 한국의 오랜 전통이었다. 긴 겨울 동안 먹을 김치를 담가 이웃과 나눠 먹는 즐거움도 컸다. 김장날은 육체적으로 고된 날이기도 하지만 가족이나 이웃과 함께 김장을 하고 참을나눠 먹는 즐거운 날이기도 했다. 다른 한편 김장날은 농민들의 한 해 대목이기도 했다. 1946년 서울시는 전국 도처에서 몰려드는 김장 채소 상인들이 펼친 난장을 정리하고자 김장시장을 열었다. 김장시장은 1970년대까지 계속되다가 신청자를 받아 여는 형태로 변화되었으며, 이후 농협, 상설시장, 대형마트 등으로 다양화되었다. 2000년대 이후 김장의 규모가 축소되면서 산더미러처럼 배추를 쌓아두고 파는 김장시장의 모습은 사라졌다.",서울특별시,중구,기록으로 보는 한국의 전통시장,사진이 남긴 전통시장의 풍경,"서대문문화원, 용산문화원","김치, 서울 전통시장, 서울 가볼만한곳","서울, 김치, 용산, 김장, 북아현동",https://minio.nculture.org/amsweb-opt/multimedia_assets/219/113013/159930/c/김장시장_김장담그기-행사_e영상역사관_제4유형-thumb.jpg,서울특별시 중구 남대문시장4길 21,37.5591863609004,126.977653709273,2023.0,한국정책방송원,1,https://ncms.nculture.org/market/story/7161,서대문문화원
7732,드라마에서 단골 출연한 포방터시장,"홍제천이 흐르는 조용한 동네, 홍은동 골목에 위치한 포방터시장. 한때 이곳이 전쟁을 준비하고 대비하던 곳이었다는 것이 어색할 정도로 아기자기한 느낌을 준다. 변해버린 서울에서 시간이 천천히 흐르는 경관 덕분에 홍제동 포방터시장은 드라마에 단골 출연한 곳이기도 하다. 크고 화려하지 않지만 포방터시장을 텔레비전 드라마에서 보며 왠지 모르게 정감을 느끼는 이유는 시장과 동네 모습이 우리가 살아온 과거 추억을 보여주기 때문인 듯하다.",서울특별시,서대문구,드라마와 영화 속 한국의 전통시장,드라마 속 전통시장,서대문문화원,"드라마 촬영지, 예능프로그램 촬영지, 서울 맛집","포방터, 홍은동, 서대문구, 골목형시장, 백종원의 골목식당",https://minio.nculture.org/amsweb-opt/multimedia_assets/104/97980/117021/c/서울-포방터시장_포방터시장-(1)_rev-thumb.jpg,서울특별시 서대문구 홍은동 9-123 (포방터시장),,,2022.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/7732,서대문문화원
9651,독립문의 역사와 문화를 품은 서울 독립문영천시장,"서울특별시 서대문구 영천동에는 독립문영천시장이라는 전통시장이 있다. 영천동의 영천은 ‘신기한 약효가 있는 샘’이란 의미이다. 독립문영천시장은 조선시대 영천장에서 유래된 시장이다. 1970년대 복개 공사가 진행되면서 지금의 위치에 자리 잡게 되었고 2010년대 이후 독립문영천시장이라 불리게 되었다. 서대문형무소와 관련하여 독립문영천시장의 떡과 과일이 많이 공급되었다고 한다. 현재는 떡볶이와 꽈배기 등 다양한 먹거리가 유명하다. 인근의 독립문과 독립공원, 서대문형무소 역사관을 함께 둘러볼 만하다.",서울특별시,서대문구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",서대문문화원,"서울미래유산, 서울 전통시장, 서울 가볼만한곳","영천동, 독립문영천시장, 독립문역, 독립문, 서대문형무소 역사관",https://minio.nculture.org/amsweb-opt/multimedia_assets/33/97388/108369/c/서울-독립문영천시장_내부-(1)_rev-thumb.jpg,서울특별시 서대문구 영천동 323,,,2022.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/9651,서대문문화원
9726,"꽃내음 가득한 우리나라 최대 규모의 화훼시장, 서울 양재동화훼공판장","서울특별시 서초구 양재동에는 양재동화훼공판장이 있다. 정식 명칭은 한국농수산식품유통공사 화훼공판장이며, 양재꽃시장이라 불리기도 한다. 우리나라에서 가장 큰 규모의 화훼시장이다. 필요 상황에 따라 작은 모종에서부터 꽃다발, 화분, 인테리어 용품까지 꽃과 식물에 관련한 여러 물품들을 한 곳에서 구매할 수 있다. 양재동화훼공판장 가까이에는 양재시민의숲이 있어 산책 코스로 좋다. 양재시민의숲 안에는 매헌윤봉길의사기념관도 있어 윤봉길 의사의 숭고한 독립정신을 되새겨볼 수 있다.",서울특별시,서초구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",서초문화원,"서울미래유산, 서울 전통시장, 서울 가볼만한곳","양재동, 양재시민의숲역, 양재동화훼공판장, 양재시민의숲, 매헌윤봉길의사기념관",https://minio.nculture.org/amsweb-opt/multimedia_assets/32/97387/108354/c/서울-양재동화훼공판장_내부-(1)_rev-thumb.jpg,서울특별시 서초구 양재동 232,,,2022.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/9726,서초문화원
9653,청춘의 활기가 느껴지는 서울 뚝도청춘시장,"서울특별시 성동구 성수로2가에는 뚝도청춘시장이라는 전통시장이 있다. 뚝도는 임금의 행차를 의미하는 둑기를 세웠던 섬이란 의미이다. 뚝도청춘시장은 처음에 뚝도시장이라 불렸다. 과거 서울의 3대 시장이라 꼽힐 만큼 대형 시장이었으나 쇠퇴의 길을 걷다가, 최근 청년 상인들의 유입으로 활기를 띠고 있다. 시장의 명칭도 뚝도청춘시장이라 바뀌었으며 그만큼 청년들의 개성 넘치는 점포가 많다. 뚝도청춘시장은 전통시장 안에서 새롭고 젊은 분위기가 조화롭게 느껴지는 시장으로 다양한 볼거리와 먹거리를 즐길 수 있다.",서울특별시,구로구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",성동문화원,"서울 전통시장, 서울 가볼만한곳","성수동, 뚝섬, 뚝도청춘시장, 성수역, 국말이떡",https://minio.nculture.org/amsweb-opt/multimedia_assets/42/97397/108480/c/서울-뚝도시장_뚝도시장-내부-(1)_rev-thumb.jpg,서울특별시 성동구 성수동2가 335-64,,,2022.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/9653,성동문화원
3489,보부상 출신으로 알려진 조선 후기 관리 이용익,"조선 후기 보부상은 일본에 맞서서 일본 제일은행권의 유통을 저지하는 일에도 조직적으로 나섰는데, 그 배후에는 보부상 출신의 이용익(李容翊)이 있었다고 한다. 이용익은 1854년 함경북도 명천군에서 출생하였다. 그는 보부상으로 행상하여 자금을 모았으며, 고종의 신임을 얻어 군부대신, 탁지부대신에 임명되어 군사와 재정을 장악하는 위치에까지 오른다.",서울특별시,성북구,한국 시장의 구성과 운영,전통시장 판매 물품과 장인,성북문화원,보부상,"광산, 보부상, 이용익, 보성전문학교, 화폐개혁, 백동화, 고려대학교",https://minio.nculture.org/amsweb-opt/multimedia_assets/105/25444/10642/c/25444-thumb.jpg,,,,2018.0,국립민속박물관,2,https://ncms.nculture.org/market/story/3489,성북문화원
7613,일상에서 마주한 여성 상인들을 따뜻하게 그려낸 박래현,박래현의 그림에는 장터를 오가는 여성들이 등장한다. 오로지 여성만을 등장시켜서 주체적인 여성상을 표현하고 있다. 한국전쟁 후 가난했던 시절 많은 여성들은 가정의 생계를 위해 일을 해야만 했다. 박래현은 당시 여성들이 삶을 위해 고군분투했던 일상의 장면을 따뜻하고 부드러운 색으로 그려낸다. 가사노동과 육아에 생계까지 나설 수밖에 없었던 그 시절 여성들에게 보내는 동지애가 아니었을까?,서울특별시,성북구,그림으로 보는 한국의 전통시장,상인을 그린 작가,성북문화원,"한국전쟁, 화가, 근현대 시장 풍경","시장상인, 동양화, 박래현, 여성상인",,,,,,,0,https://ncms.nculture.org/market/story/7613,성북문화원
3472,나루터를 중심으로 열리던 송파장,"'송파장'은 현재 서울특별시 송파구 석촌 호수 일대에서 열리던 오일장이었다. 원래는 오일장이었으나, 매일 장을 찾는 사람들로 붐비면서 점점 상설 시장화가 되었다. 또한 송파장은 지리적 이점으로 '전국 15대 시장' 한 곳으로 불릴 만큼 한양 인근에 개설되는 향시 중 가장 큰 장이기도 했다.",서울특별시,송파구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",송파문화원,"송파, 서울 전통시장, 지역시장 향시","송파장, 석촌호수, 송파나루, 삼전도, 을축년 대홍수",https://minio.nculture.org/amsweb-opt/multimedia_assets/166/111415/150198/c/송파장_을축년-대흥수가-지나간-송파지역_서울역사박물관_제1유형-thumb.jpg,서울특별시 종로구 새문안로 55,37.5704968494713,126.97107522045,2023.0,서울역사박물관,1,https://ncms.nculture.org/market/story/3472,송파문화원
3250,농수산물 유통 근대화를 위해 만들어진 가락시장,가락시장은 전국에서 가장 규모가 큰 농수산물 도매시장으로 농수산물의 유통 근대화를 위해 만들어졌다. 1986년 6월 개장 이후 끊임없이 성장하여 전국 공영도매시장 물량의 약 35%를 처리하는 대형 시장이 되었다. 2009년부터 시설현대화 사업을 진행하고 있다.,서울특별시,송파구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",송파문화원,"송파, 도매시장, 서울 전통시장, 드라마 촬영지","가락동, 가락시장, 농수산물 도매시장, 가락몰, 드라마 <일타스캔들>",https://minio.nculture.org/amsweb-opt/multimedia_assets/116/28901/8817/c/28901-thumb.jpg,,,,2018.0,한국문화원연합회,11,https://ncms.nculture.org/market/story/3250,송파문화원
7243,"도매시장 중심의 유통 체계 개선, 가락시장 설립","국내최대 농수산물 도매시장인 가락시장. 이곳에는 매일 전국에서 농수산물이 모인다. 365일 24시간 영업하는 가락시장은 전세계에서 가장 많은 거래량을 자랑한다. 가락시장은 1985년 6월 시작하여 올해로 36년의 역사가 흘렀다. 손가락과 수기로 하던 경매는 전자시스템으로 바뀐지 오래고, 2015년 가락몰로 재단장하여 시장의 모습은 바뀌었지만, 늘 바삐 움직이는 상인들과 이곳에서 거래되는 농수산물은 예나 지금이나 변화가 없다.",서울특별시,송파구,기록으로 보는 한국의 전통시장,사진이 남긴 전통시장의 풍경,"서울시문화원연합회, 송파문화원","도매시장, 서울 전통시장, 수산시장, 드라마 촬영지","가락동, 도매시장, 가락시장, 농수산물 도매시장, 드라마 <일타스캔들>",https://minio.nculture.org/amsweb-opt/multimedia_assets/103/97979/116950/c/서울-가락시장_가락시장-내부-(1)_rev-thumb.jpg,서울특별시 송파구 양재대로 932,,,2022.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/7243,송파문화원
9729,"야구장과 호수공원 나들이객의 먹거리 천국, 서울 잠실새마을전통시장","서울특별시 송파구 잠실동에는 잠실새마을전통시장이 있다. 1970년대 형성된 전통시장으로, 최근 현대화 사업이 진행되어 쾌적하고 안전한 환경에서 쇼핑을 즐길 수 있다. 또한 온라인 주문을 통한 배달 서비스도 진행하고 있어 고객에게 편의를 제공하고 있다. 시장 주변에 잠실야구장과 석촌호수가 있어 경기를 관람하고 나들이를 하며 먹을 간식을 찾는 사람들로 붐빈다. 이 밖에도 롯데월드와 서울스카이 등 가볼 만한 명소가 많다.",서울특별시,송파구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",송파문화원,"서울 전통시장, 서울 가볼만한곳","석촌호수, 잠실동, 잠실새마을전통시장, 잠실야구장, 서울스카이",https://minio.nculture.org/amsweb-opt/multimedia_assets/44/97399/108504/c/서울-새마을전통시장_내부-(1)_rev-thumb.jpg,서을특별시 송파구 잠실동 205-15,,,2022.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/9729,송파문화원
3429,우리나라 최초의 유통전문가 경강상인,"'경강(京江)' 이란 한강 중에서 한성부가 관할하는 광나루부터 양화진까지의 물줄기를 말한다. 조선 후기 경강 지역을 근거로 하여 대동미 운수업 및 각종 상업 활동에 종사했던 상인을 ‘경강상인’이라고 부른다. 경강상인의 중심세력은 위탁매매를 주 업무로 삼는 객주였다. 숙박, 창고, 금융 등의 여러 가지 편의를 제공해 주었다. 그래서 경강상인을 우리나라 최초의 ‘유통전문가’라고도 부른다.",서울특별시,영등포구,한국 시장의 구성과 운영,전통시장 판매 물품과 장인,"마포문화원, 영등포문화원, 용산문화원","객주, 한강, 포구","상인, 객주, 한강, 세곡선, 경강상인, 경강, 강상",,,,,,,0,https://ncms.nculture.org/market/story/3429,용산문화원
