place_id,canonical_name,lat,lng,address,category,sub_category,keywords,district,image_url,source_url,source,location_confidence
POI_15513C41,(재)한원미술관,37.4817811288984,127.015435697895,"서울특별시 서초구 남부순환로 2423, 한원빌딩 본관 B1F",미술관/갤러리,,,서초구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e4880c38b89f4c5ab51d693613b6a208&thumb=Y,http://hanwon.org,서울시문화공간,A
POI_28BBB2C5,104고지,37.5678393,126.9261134,,지명,,,,,,서울역사편찬원,C
POI_BBB0D81F,17717,37.5911362215001,127.004400808532,서울 성북구 성북로8길 11 B1,미술관/갤러리,,,성북구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6c30f8376ecd4aa4b4ccf429b69d205e&thumb=Y,http://17717.co.kr/,서울시문화공간,A
POI_8F69E92B,1950년대 시장의 아낙네들을 판화로 담은 빌리 세일러,37.5808477574564,126.9768513578,서울특별시 종로구 세종로 1-1,그림으로 보는 한국의 전통시장,상인을 그린 작가,"시장, 어시장, 동판화, 빌리세일러, 에칭",종로구,https://minio.nculture.org/amsweb-opt/multimedia_assets/193/85116/84492/c/%EB%B9%8C%EB%A6%AC-%EC%84%B8%EC%9D%BC%EB%9F%AC_%EB%8B%A4%EC%83%89%EB%8F%99%ED%8C%90%ED%99%94%281%29_%EA%B5%AD%EB%A6%BD%EB%AF%BC%EC%86%8D%EB%B0%95%EB%AC%BC%EA%B4%80_%EC%A0%9C1%EC%9C%A0%ED%98%95-thumb.jpg,https://ncms.nculture.org/market/story/7107,nculture,
POI_03F19C7D,1인미디어콤플렉스,37.5578385325826,126.9744151,서울 중구 세종대로 14 GRAND CENTRAL A동 5F,기타,,,중구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3958252b648d446780b7d42ff02ec9f1&thumb=Y,https://meplex.co.kr/,서울시문화공간,A
POI_01611C19,2ND AVENUE GALLERY,37.555139463911,126.994911633545,서울특별시 중구 필동로8길 22,미술관/갤러리,,,중구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101263&thumb=Y,http://www.gallery2ndave.com/gallery/about,서울시문화공간,A
POI_25390B2A,3*1고가도로,37.568320,126.987512,,지명,,,,,,서울역사편찬원,C
POI_5B44AD18,4*19길,37.647258,127.010052,,지명,,,,,,서울역사편찬원,C
POI_0F789174,57th갤러리,37.5764227904413,126.982592565586,"서울 종로구 율곡로3길 17 2층, 지하",미술관/갤러리,,,종로구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fe144b99d516421282c1e88cb7b1018d&thumb=Y,http://www.57gallery.co.kr/,서울시문화공간,A
POI_5550F103,88올림픽도로,37.5202036,127.0636546,,지명,,,,,,서울역사편찬원,C
POI_3B353148,ADM 갤러리,37.493208661734,127.035638210136,서울특별시 강남구 역삼로14길 20,미술관/갤러리,,,강남구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=372f7ac47341428b86e646bd131a4d49&thumb=Y,https://www.admgallery.co.kr/,서울시문화공간,A
POI_045E1CD8,ALT SPACE,37.5577104175282,126.984917948957,서울특별시 중구 퇴계로18길 77,기타,,,중구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f86bb7da17654ed2bd1866f6e0bbd206&thumb=Y,https://alt9.xyz/,서울시문화공간,A
POI_1155CE4F,ANDNEW GALLERY(앤드뉴 갤러리),37.5588656635722,126.940066426045,서울특별시 서대문구 명물길 70 B1,미술관/갤러리,,,서대문구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6adef6460af244afa0fda914243fcbbe&thumb=Y,https://www.instagram.com/andnewgallery/,서울시문화공간,A
POI_C7C96307,Art Space Loo,37.5311348836415,126.970500533465,서울특별시 용산구 한강대로44길 5,미술관/갤러리,,,용산구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b3f923041a5348e3afd38862f2f15732&thumb=Y,정보없음,서울시문화공간,A
POI_CED4D955,BHAK,37.5428868498054,127.003200910809,서울특별시 용산구 한남대로40길 19,미술관/갤러리,,,용산구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100060&thumb=Y,http://www.galeriebhak.com/,서울시문화공간,A
POI_5A6FF978,CJ아지트 광흥창,37.5442465888293,126.930342267233,서울특별시 마포구 창전로 14,공연장,,,마포구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=058834b306284f099c93e5eb14b9825f&thumb=Y,https://www.cjazit.org/cjazit/,서울시문화공간,A
POI_8951FB85,CKL스테이지,37.5685285762171,126.981627280645,서울특별시 중구 청계천로 40 CKL기업지원센터 지하 1층 (한국관광공사 건물),공연장,,,중구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5752fb7d3e914b23aabb1c1806c8bec1&thumb=Y,https://venture.ckl.or.kr/event/cklStageEvent.do,서울시문화공간,A
POI_21CB3AFF,CN갤러리 (충남문화예술 서울전시장),37.5800389234192,126.981945857423,서울특별시 종로구 북촌로5길 56-7 CN갤러리(정독도서관 앞),미술관/갤러리,,,종로구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c85ee593e6b74ce18547175b735bc1af&thumb=Y,https://cngallery.kr/,서울시문화공간,A
POI_F6CA1628,CTS 아트홀,37.5129486320073,126.937000804909,서울특별시 동작구 노량진로 100 기독교TV멀티미디어센터 지하 2층,공연장,,,동작구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b021dec26f3d41d0880a02e3a3e8c1f8&thumb=Y,http://rent.ctsart.co.kr/,서울시문화공간,A
POI_3FC37938,DDP(동대문디자인플라자),37.56735731522952,127.0097797348434,서울특별시 중구 을지로 281,기타,,,중구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=04ae3506f18f4fb39a8553095364f973&thumb=Y,http://www.ddp.or.kr,서울시문화공간,A
POI_4B0CAF8A,GB 가빈아트홀,37.5096776765406,127.055536318832,"서울특별시 강남구 삼성로 534, B2층 가빈아트홀",공연장,,,강남구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4673808b54a54aadb5a359487e5de244&thumb=Y,https://gabin-arthall.com,서울시문화공간,A
POI_AEF8CB52,GS아트센터,37.5019949322814,127.037336400239,서울특별시 강남구 논현로 508,공연장,,,강남구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8a2b1ef1e94f4c73969b2a41c8571589&thumb=Y,https://www.gsartscenter.com,서울시문화공간,A
POI_575F5FED,G밸리산업박물관,37.4798477003537,126.895318461208,서울특별시 구로구 디지털로26길 38 G타워 3층,박물관/기념관,,,구로구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cafc4dbbdd034363bff5b6044a8ff27a&thumb=Y,https://www.seoul.go.kr/museumg/index.do,서울시문화공간,A
POI_E9E914B0,IPAC아트홀,37.4868994848558,127.015459364908,서울특별시 서초구 서초중앙로 56,공연장,,,서초구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=19c3684197c447f593823911e9270946&thumb=Y,https://ipac.or.kr/,서울시문화공간,A
POI_B97A818C,JBK컨벤션홀,37.5150273653092,127.063116769411,서울 강남구 봉은사로 619 JBK TOWER 빌딩,기타,,,강남구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ebd61bdbf7824cc2afe8a48c72f16b3e&thumb=Y,http://jbktower.com/g5/,서울시문화공간,A
POI_4B37AEB0,JCC 아트센터,37.5871831839413,127.001885702262,서울특별시 종로구 창경궁로35길 29,공연장,,,종로구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100931&thumb=Y,https://www.jeijcc.org/intro.html,서울시문화공간,A
POI_D17203D6,KBS홀,37.5259698897016,126.916716838156,서울특별시 영등포구 여의공원로 13,공연장,,,영등포구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a0c7f5d3519240e691811ab891b1b2dc&thumb=Y,https://program.kbs.co.kr/online/office/hall/pc/index.html,서울시문화공간,A
POI_271859EB,KCDF갤러리,37.5740079809751,126.984128478814,서울특별시 종로구 인사동11길 8,미술관/갤러리,,,종로구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d42e8654eba74aba83fac4f86ea515c0&thumb=Y,https://www.instagram.com/kcdf_insta/,서울시문화공간,A
POI_54E980C7,KOCCA 콘텐츠문화광장,37.5907260121955,127.04489735201,서울특별시 동대문구 회기로 66,공연장,,,동대문구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ccf5a6fc0c014197ac501009f5eb3cb7&thumb=Y,https://edu.kocca.kr/testbed/main/main.do,서울시문화공간,A
POI_FDC7DC93,KP Gallery,37.553335577368,126.97730689223,서울특별시 용산구 소월로2나길 12,미술관/갤러리,,,용산구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101532&thumb=Y,http://kpgallery.co.kr/,서울시문화공간,A
POI_8238D0B7,KT&G 상상마당 대치아트홀,37.5065841136869,127.065326637295,서울특별시 강남구 영동대로 416 KT&G 타워 3층,공연장,,,강남구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2f10273e2ea148b49f6699ec5d54d86f&thumb=Y,https://www.sangsangmadang.com/main/DC,서울시문화공간,A
POI_01FB7D5E,KT&G 상상마당 홍대 갤러리,37.5509576951977,126.921063042067,서울특별시 마포구 어울마당로 65,미술관/갤러리,,,마포구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6f7d2ada007e42e9a6a16cbbf09c7812&thumb=Y,https://www.sangsangmadang.com/main/HD,서울시문화공간,A
POI_D1E589C7,K현대미술관,37.5243794232829,127.039171716001,서울특별시 강남구 선릉로 807,미술관/갤러리,,,강남구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ae88e852034b448f9bda58e08cbb6d71&thumb=Y,http://www.kmcaseoul.org,서울시문화공간,A
POI_65CC5877,LDK,37.5331280165774,127.003508572886,서울 용산구 대사관로20길 8 ldk,기타,,,용산구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fc1fed9879b342d0a15223aea2df6b9e&thumb=Y,https://www.instagram.com/ldk_roomservice,서울시문화공간,A
POI_CA48D658,LG상남도서관,37.5797322332183,126.98848528683,서울특별시 종로구 창덕궁1길 18,도서관,,,종로구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5363a50f8ef2472ba2c24482fad66d8c&thumb=Y,http://www.lg.or.kr,서울시문화공간,A
POI_28227002,LG아트센터 서울,37.5653629860767,126.829388763217,서울특별시 강서구 마곡중앙로 136 LG아트센터 서울,공연장,,,강서구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=697a80a322e24ae88ee07962800cdcf6&thumb=Y,https://www.lgart.com/home/ko/main,서울시문화공간,A
POI_3743CE6D,MGFS100갤러리,37.5861678210732,126.981816438846,서울특별시 종로구 삼청로 122 1층,미술관/갤러리,,,종로구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=56198e8f127f461b954250bef5e063b1&thumb=Y,https://www.mgfs.co.kr/,서울시문화공간,A
POI_873E9B0A,M극장,37.4737004711717,127.052950914694,서울특별시 강남구 논현로4길 36,공연장,,,강남구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c556539de9d74466b5792e74ae26ab96&thumb=Y,https://www.mtheater.co.kr/,서울시문화공간,A
POI_5AF9EA25,NC문화재단,37.5798042434578,127.004616599397,서울특별시 종로구 이화장길 100,기타,,,종로구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b494d385d3e34228b96716a72f097090&thumb=Y,https://www.ncfoundation.or.kr/info/space,서울시문화공간,A
POI_4D0BF42C,NOL 유니플렉스,37.5811975750507,127.00362019054,서울특별시 종로구 대학로12길 64,공연장,,,종로구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d1870f977f8b425780ba7dedaa341f54&thumb=Y,http://www.uniplex.co.kr/,서울시문화공간,A
POI_54A76163,N서울타워,37.5511225714939,126.987867837993,서울특별시 용산구 남산공원길 105,기타,,,용산구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e299a9192047455abfd5b52de06f2c5c&thumb=Y,http://www.nseoultower.com,서울시문화공간,A
POI_C4684B03,OCI미술관,37.5732395069024,126.982128279816,서울특별시 종로구 우정국로 45-14,미술관/갤러리,,,종로구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=619b6d7839bb49e6a21be479602fb28d&thumb=Y,http://ocimuseum.org,서울시문화공간,A
POI_B2E97492,OMG,37.5332386145003,127.001288096524,서울 용산구 대사관로12길 8 지하층 101호,미술관/갤러리,,,용산구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=46967c4e9d9f4f068a6bb25613b2b126&thumb=Y,https://www.omg-kr.com/,서울시문화공간,A
POI_21ABCC6F,PKM 갤러리,37.5840916531266,126.980082350686,서울 종로구 삼청로7길 40 PKM 갤러리,미술관/갤러리,,,종로구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fb72a462aa1e4514b58bd10dc27eb9fc&thumb=Y,http://www.pkmgallery.com/,서울시문화공간,A
POI_83AF807A,PS CENTER, 37.56787,126.9967,"서울 중구 창경궁로5다길 18, 3층 ",미술관/갤러리,,,중구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0aa5a1ed040c4fd9a08c6de90b208b90&thumb=Y,https://www.instagram.com/p.s.center,서울시문화공간,A
POI_368ADF06,RNL 로즈앤라임 갤러리,37.5560473866483,127.011629334897,서울 중구 다산로 138 B1,미술관/갤러리,,,중구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3d9099819a5047afa76106d3282534e0&thumb=Y,https://www.rosenlime.com/RNL_exhibitions,서울시문화공간,A
POI_4C5CA2A1,SETEC전시장(서울무역전시장),37.4956786590374,127.071912029293,서울특별시 강남구 남부순환로 3104,기타,,,강남구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4447c43164154e67b32284157e4a1482&thumb=Y,http://www.setec.or.kr/,서울시문화공간,A
POI_76A90348,SPACE 1257,37.5125036615996,127.026928980849,"서울특별시 강남구 학동로 146, 와일리 타워 1층",기타,,,강남구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=025757b592d5461d9c09fddbb3accb2f&thumb=Y,https://www.instagram.com/space_1257/,서울시문화공간,A
POI_6B7DF364,VIVIAN CHOI GALLERY,37.526439666489,127.049680036198,서울 강남구 도산대로85길 30 2층 209,미술관/갤러리,,,강남구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fd35c3538d554c0e924a870c594d87da&thumb=Y,https://vivianchoi.imweb.me,서울시문화공간,A
POI_0992103E,WWW SPACE,37.555283006064,126.90378758952,서울특별시 마포구 망원로6길 37 지하1층,미술관/갤러리,,,마포구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=91f3ea6debcc49a28a2a489e71c8fcbe&thumb=Y,https://www.wwwspace.kr/,서울시문화공간,A
POI_1B4D9505,YK Presents,37.5668979260337,127.006807513903,서울특별시 중구 을지로43길 13,미술관/갤러리,,,중구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=22ea3f09af6742c3af130608c89bd939&thumb=Y,http://www.ykpresents.com,서울시문화공간,A
POI_43CD5E8A,cync,37.5986042688311,126.937285356594,서울특별시 은평구 통일로 577,미술관/갤러리,,,은평구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b338a1348c5d4a43bc91b8465fa40cbf&thumb=Y,https://www.cync.art/,서울시문화공간,A
POI_063E5B4C,koldsleep 콜드슬립,37.6456350743682,127.010445714014,서울 강북구 인수봉로 301 1층,기타,,,강북구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=107e380dace44f92ae92a111317eaa2e&thumb=Y,https://www.koldsleep.com/,서울시문화공간,A
POI_9EEB30EA,가꿀고개,37.4880556,126.9875,,지명,,,,,,서울역사편찬원,C
POI_6A716F0E,가나아트센터,37.6122447138613,126.975182153045,서울특별시 종로구 평창30길 28,미술관/갤러리,,,종로구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=15b62510f77a498b95dc90c166ca2b8b&thumb=Y,http://www.ganaart.com/,서울시문화공간,A
POI_1E4A63A1,가녈봉,37.5025895,126.8450803,,지명,,,,,,서울역사편찬원,C
POI_C8B9F954,가누배,37.4376075,127.0578543,,지명,,,,,,서울역사편찬원,C
POI_51B6CE91,가는골,37.6859427,127.0364058,,지명,,,,,,서울역사편찬원,C
POI_91D053AA,가는굴,37.465423,126.969919,,지명,,,,,,서울역사편찬원,C
POI_61D0EE70,가능(佳陵),37.748362,127.044251,,지명,,,,,,서울역사편찬원,B
POI_D26AE698,가락교(可樂橋),37.5020632,127.1280374,,지명,,,,,,서울역사편찬원,C
POI_6F0BA425,가락동,37.4956865,127.1184047,,지명,,,,,,서울역사편찬원,A
POI_7CEBEAE3,가락동(可樂洞),37.4955738,127.1217631,,지명,,,,,,서울역사편찬원,A
POI_34726823,가락로(可樂路),37.503340,127.113226,,지명,,,,,,서울역사편찬원,C
POI_81B0932F,가락리(可樂里),37.4956865,127.1184047,,지명,,,,,,서울역사편찬원,A
POI_59AA6002,가락보도육교,37.4991705,127.117583,,지명,,,,,,서울역사편찬원,C
POI_72C1FB0A,가락본동(可樂本洞),37.4955738,127.1217631,,지명,,,,,,서울역사편찬원,A
POI_E9C83C3B,가락시장(可樂市場),37.49222,127.117692,,지명,,,,,,서울역사편찬원,A
POI_691FBC56,가락제1동(可樂第1洞),37.4963954,127.1099851,,지명,,,,,,서울역사편찬원,A
POI_1E384EBE,가락제2동(可樂第2洞),37.4986569,127.1266236,,지명,,,,,,서울역사편찬원,A
POI_64C39655,가락중학교앞보도육교,37.5023454,127.1186748,,지명,,,,,,서울역사편찬원,C
POI_E53EC8B6,가락지하차도,37.4956865,127.1184047,,지명,,,,,,서울역사편찬원,C
POI_33832B22,가람화랑,37.5742827945118,126.985613628841,서울특별시 종로구 인사동10길 11,미술관/갤러리,,,종로구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bffc7c7c0eb74673980df6969ff0f329&thumb=Y,http://www.garamgallery.co.kr/,서울시문화공간,A
POI_0BA6EE9D,가래여울,37.5772869,127.1682284,,지명,,,,,,서울역사편찬원,A
POI_47796334,가려울,37.5772869,127.1682284,,지명,,,,,,서울역사편찬원,A
POI_9EB0151F,가로공원길,37.5373664,126.8386739,,지명,,,,,,서울역사편찬원,C
POI_286C65D3,가루개,37.621541,126.913578,,지명,,,,,,서울역사편찬원,A
POI_7992A413,가루게,37.621541,126.913578,,지명,,,,,,서울역사편찬원,A
POI_3DCF5E2A,가루산,37.5426256,126.9984717,,지명,,,,,,서울역사편찬원,C
POI_1038A0DE,가리봉(加里峰),37.48144,126.882652,,지명,,,,,,서울역사편찬원,B
POI_BAC4C8BE,가리봉1리(加里峰1里),37.4860541,126.8815764,,지명,,,,,,서울역사편찬원,B
POI_3C9662D0,가리봉2동앞보도육교,37.4864318,126.8825644,,지명,,,,,,서울역사편찬원,C
POI_F749A9B0,가리봉2리(加里峰2里),37.4858759,126.8822221,,지명,,,,,,서울역사편찬원,B
POI_929FA56E,가리봉3리(加里峰3里),37.4858759,126.8822221,,지명,,,,,,서울역사편찬원,B
POI_8E008305,가리봉동(加里峰洞),37.4824503,126.8897691,,지명,,,,,,서울역사편찬원,A
POI_234096E8,가리봉리(加里峰里),37.4826987,126.888039,,지명,,,,,,서울역사편찬원,A
POI_B2F7BAA8,가리봉제1동(加里峰第1洞),37.4826987,126.888039,,지명,,,,,,서울역사편찬원,A
POI_4B752C80,가리봉제2동(加里峰第2洞),37.4826987,126.888039,,지명,,,,,,서울역사편찬원,A
POI_AAE5C1D8,가리봉제3동(加里峰第3洞),37.4768498,126.891786,,지명,,,,,,서울역사편찬원,A
POI_C86F234F,가리봉철도고가차도,37.4826987,126.888039,,지명,,,,,,서울역사편찬원,C
POI_E90A3613,가린열,37.497907,126.856511,,지명,,,,,,서울역사편찬원,A
POI_041B90AF,가린열내깔,37.4926635,126.8652527,,지명,,,,,,서울역사편찬원,C
POI_B21B226B,가린열다리,37.4926635,126.8652527,,지명,,,,,,서울역사편찬원,A
POI_37E925E7,가린열앞벌,37.4926635,126.8652527,,지명,,,,,,서울역사편찬원,C
POI_0051A465,가마고지,37.4942566,126.8846869,,지명,,,,,,서울역사편찬원,A
POI_1030AE00,가마골,37.542285,126.9430588,,지명,,,,,,서울역사편찬원,C
POI_3B015CFF,가마꿀,37.5060633,126.9136167,,지명,,,,,,서울역사편찬원,C
POI_759CCEC7,가마니촌,37.493513,126.9670472,,지명,,,,,,서울역사편찬원,A
POI_90B6145E,가마동(加麻洞),37.5678802,126.8510787,,지명,,,,,,서울역사편찬원,C
POI_23F1D6AD,가마리(加麻里),37.5678802,126.8510787,,지명,,,,,,서울역사편찬원,A
POI_2257728E,가마바위,37.665072,127.0894129,,지명,,,,,,서울역사편찬원,C
POI_8829535F,가마산고가차도,37.492931,126.8827587,,지명,,,,,,서울역사편찬원,A
POI_586EC5DB,가마산길,37.494720,126.887901,,지명,,,,,,서울역사편찬원,C
POI_5A15D510,가마산지하차도,37.4882371,126.8804535,,지명,,,,,,서울역사편찬원,A
POI_E388BA4B,가막마을,37.5350595,126.9051328,,지명,,,,,,서울역사편찬원,A
POI_553A4FD3,가막재,37.5055033,126.962349,,지명,,,,,,서울역사편찬원,A
POI_645926D3,가맛골,37.539666,126.941276,,지명,,,,,,서울역사편찬원,A
POI_8BC4B9FD,가맛굴,37.5975499,126.9624425,,지명,,,,,,서울역사편찬원,A
POI_4BB3D66B,가며기,37.688702,127.039981,,지명,,,,,,서울역사편찬원,C
POI_74B3C882,가무리,37.4968195,126.8858694,,지명,,,,,,서울역사편찬원,C
POI_53BE6C67,가산(假山),37.568290,127.005337,,지명,,,,,,서울역사편찬원,C
POI_A628F801,가산(駕山),37.5381231,126.9307844,,지명,,,,,,서울역사편찬원,A
POI_3F63CE0E,가산동(加山洞),37.4768498,126.891786,,지명,,,,,,서울역사편찬원,A
POI_27605557,가산디지털단지,37.48144,126.882652,,지명,,,,,,서울역사편찬원,A
POI_62CEFC92,가살피,37.670374,127.038867,,지명,,,,,,서울역사편찬원,B
POI_9BE622A3,가시내꿀,37.4659338,127.0179442,,지명,,,,,,서울역사편찬원,A
POI_87D1745C,가시당굴,37.6383275,127.0073721,,지명,,,,,,서울역사편찬원,C
POI_0219A595,가양길,37.579596,126.875144,,지명,,,,,,서울역사편찬원,C
POI_86586540,가양대교(加陽大橋),37.5693231,126.8609947,,지명,,,,,,서울역사편찬원,A
POI_679EC770,가양동(加陽洞),37.5678802,126.8510787,,지명,,,,,,서울역사편찬원,A
POI_9210CC35,가양리(加陽里),37.5678802,126.8510787,,지명,,,,,,서울역사편찬원,A
POI_B2C70921,가양제1동(加陽第1洞),37.5694487,126.8447047,,지명,,,,,,서울역사편찬원,A
POI_CFE3EF73,가양제2동(加陽第2洞),37.5673658,126.8512874,,지명,,,,,,서울역사편찬원,A
POI_D143734A,가양제3동(加陽第3洞),37.5610254,126.8605161,,지명,,,,,,서울역사편찬원,A
POI_CCED538F,가양지하보도,37.5759742,126.8409036,,지명,,,,,,서울역사편찬원,B
POI_711371C7,가양지하차도,37.5646689,126.8574375,,지명,,,,,,서울역사편찬원,C
POI_5EA5D9C8,가오교(加五橋),37.641452,127.016896,,지명,,,,,,서울역사편찬원,B
POI_0239796B,가오리(加五里),37.640793,127.016930,,지명,,,,,,서울역사편찬원,B
POI_C031DC4C,가오리계(加五里契),37.649529,127.0137147,,지명,,,,,,서울역사편찬원,C
POI_C533D595,가오리길,37.642178,127.021741,,지명,,,,,,서울역사편찬원,C
POI_F2530F2B,가오천(加梧川),37.6436096,127.0250461,,지명,,,,,,서울역사편찬원,C
POI_E96AF972,가운데고개,37.5389594,126.9491776,,지명,,,,,,서울역사편찬원,C
POI_3E135ED8,가운데골짜기,37.5491616,126.9472617,,지명,,,,,,서울역사편찬원,C
POI_8D2C2D98,가운데다방골,37.567909,126.9811904,,지명,,,,,,서울역사편찬원,A
POI_DB447AAE,가운데마을,37.517875,126.906034,,지명,,,,,,서울역사편찬원,A
POI_2F65EC64,가운데말,37.4984934,127.1527443,,지명,,,,,,서울역사편찬원,A
POI_B25AEB66,가운데벌리,37.629038,127.0367452,,지명,,,,,,서울역사편찬원,A
POI_08F93C65,가운데우물,37.543474,126.7979428,,지명,,,,,,서울역사편찬원,C
POI_CEAC1D03,가운데초리우물,37.5647524,126.9681112,,지명,,,,,,서울역사편찬원,C
POI_2EE7C061,가운데피마병문,37.569935,126.993263,,지명,,,,,,서울역사편찬원,C
POI_5F0ABB3E,가운뎃골,37.485622,126.9723172,,지명,,,,,,서울역사편찬원,C
POI_BDE07363,가운뎃말,37.4808353,126.8398192,,지명,,,,,,서울역사편찬원,A
POI_02A327A5,가을두(加乙頭),37.550548,126.906048,,지명,,,,,,서울역사편찬원,B
POI_85027CB3,가자우물,37.483370,127.025949,,지명,,,,,,서울역사편찬원,C
POI_6F3BEEC1,가재골,37.5638217,127.1582312,,지명,,,,,,서울역사편찬원,A
POI_C6589C41,가재동(佳才洞),37.6454467,127.0767578,,지명,,,,,,서울역사편찬원,B
POI_90623A32,가재우물,37.483370,127.025949,,지명,,,,,,서울역사편찬원,C
POI_4676621A,가재울,37.5787976,126.9111852,,지명,,,,,,서울역사편찬원,A
POI_18A73CB6,가잿물,37.5151795,126.8557093,,지명,,,,,,서울역사편찬원,C
POI_51F0F60A,가정(嘉井),37.5723431,126.9976925,,지명,,,,,,서울역사편찬원,C
POI_BD18CF58,가정동(嘉井洞),37.5723431,126.9976925,,지명,,,,,,서울역사편찬원,A
POI_40959433,가정동약수(可亭洞藥水),37.5820119,126.9864646,,지명,,,,,,서울역사편찬원,C
POI_180279A7,가좌1계(加佐1契),37.568798,126.914961,,지명,,,,,,서울역사편찬원,C
POI_F6D13B2B,가좌2계(加佐2契),37.5756218,126.9194417,,지명,,,,,,서울역사편찬원,C
POI_DD4B9FB5,가좌동(加佐洞),37.577177,126.915051,,지명,,,,,,서울역사편찬원,B
POI_80089E18,가좌동1계(加佐洞1契),37.5740091,126.9198012,,지명,,,,,,서울역사편찬원,C
POI_EF5C6E75,가좌동2계(加佐洞2契),37.574273,126.9101854,,지명,,,,,,서울역사편찬원,C
POI_A2FE8A5C,가좌동계(加佐洞契),37.5740091,126.9198012,,지명,,,,,,서울역사편찬원,C
POI_74AE80EE,가좌로(加佐路),37.590576,126.916587,,지명,,,,,,서울역사편찬원,C
POI_BCDE351D,가좌리(加佐里),37.5787976,126.9111852,,지명,,,,,,서울역사편찬원,B
POI_199F2537,가좌역앞보도육교,37.5691464,126.9155114,,지명,,,,,,서울역사편찬원,B
POI_6CA03402,가천동,37.485889,127.019671,,지명,,,,,,서울역사편찬원,B
POI_04E367F4,가추개,37.475475,126.970885,,지명,,,,,,서울역사편찬원,C
POI_96FC33F8,가칠목(架七木),37.5124484,126.9536572,,지명,,,,,,서울역사편찬원,A
POI_0FE0033D,가톨릭대학교 전례박물관,37.58500811051911,127.00464760285244,서울특별시 종로구 창경궁로 296-12 카톨릭대학교,박물관/기념관,,,종로구,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100496&thumb=Y,http://museum.catholic.ac.kr,서울시문화공간,A
POI_ED3016D3,가회동(嘉會洞),37.5800055,126.984774,,지명,,,,,,서울역사편찬원,A
POI_B32EFBC0,가회로(嘉會路),37.582160,126.985077,,지명,,,,,,서울역사편찬원,C
